Exploratory,EP,Ta_2_ann,P_ann,soil_type,slope,aspect,elevation,type,mixture,N,DBH_sd,h_sd,SCI,CEA,BA,SDI,h,con_BA,age_MTS,H,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,VH_desc_year,VH_asc_year,VH_desc_winter,VH_asc_winter,VV_desc_year,VV_asc_year,VV_desc_winter,VV_asc_winter,S1_ndi_mean,S1_ndi_std,EVI_mean,EVI_std,EVI_contrast,EVI_diss,EVI_entr,EVI_idm,EVI_var,S1_contrast,S1_diss,S1_entr,S1_idm,S1_var,Q
SCH,SEW12,8.1136,614.25,Cambisol,0.98,261.92,71.55,Pine_AC_pole_wood,pure,1,5.0674,0.632455532,4.2136,0.978,34.6861,813.6876,16.8,100,41,0,142.8880052,257.7146065,174.3543843,435.0220633,1372.727783,1638.72061,1702.884011,1786.620917,747.4003545,351.6036398,-15.19537956,-17.11278549,-16.17644293,-17.77816885,-10.77896922,-48.48837396,-11.35965354,-31.54940892,0.177063499,0.021635078,0.331529093,0.027141634,2.822916667,1.354166667,1.661229746,0.509299203,1.141749005,5.319426265,1.875,2.051125036,0.368046729,2.593628388,0.168351834
SCH,SEW13,8.443915,585.23,Podzol,4.65,78.92,67.22,Pine_AC_immature_timber,pure,2,5.1837,0,3.8127,1.2274,50.4918,1072.4921,19,99.5837,52,0.036254049,266.7416944,400.7897603,305.7339108,664.1393806,1722.863147,2031.635228,2144.503026,2241.558875,1149.400902,594.8875297,-14.49824582,-14.47328696,-15.3046299,-15.17436763,-9.915568074,-10.02292227,-10.56760609,-10.62070486,0.182050257,0.021136491,0.383936451,0.027260745,0.762152098,0.75462963,1.53126465,0.647627193,0.381953886,5.910900298,1.9375,2.036684469,0.388688377,2.609706232,0.423298889
SCH,SEW14,9.109869,612.59,Cambisol,2.38,203.25,70.44,Pine_AC_immature_timber,pure,1,4.924,0.971825316,2.5557,1.2307,31.0526,620.7041,23.22,100,48,0,269.2725609,349.8883239,269.649836,579.9630043,1544.708478,1853.343368,1960.002661,2059.209785,1090.327472,560.5162524,-15.19980728,-16.37827357,-16.16992537,-16.71460711,-10.66885643,-48.48994347,-11.16061705,-31.50814345,0.183821676,0.020336946,0.365574743,0.02913521,2.950509327,1.354166667,1.76231371,0.474833037,1.289390983,5.060536202,1.791666667,2.036684469,0.395324284,2.329861111,0.150905641
SCH,SEW15,9.040088,657.1,Cambisol,0.01,351.87,65,Pine_AC_immature_timber,pure,1,5.1087,0.5,3.194,1.2402,36.0559,760.0891,22,100,46,0,229.5895958,326.5496489,262.7326241,550.285084,1450.81349,1744.675289,1846.620766,1941.783767,1101.373482,563.8809422,-14.97608904,-15.02377133,-15.63113951,-15.40813458,-10.39185253,-11.92504948,-10.89980608,-21.39722735,0.176078301,0.02590755,0.336073663,0.029178076,1.193968142,0.792277313,1.510057632,0.625160256,0.388423012,4.302083333,1.631023888,1.964481638,0.420873061,2.184291235,0.171320931
SCH,SEW16,8.990736,563.19,Cambisol,0.33,232.36,69.98,Pine_AC_mature_timber,pure,6,9.4149,0.971825316,2.6413,1.2876,30.883,515.7206,31.5,95.0686,94,0.590588855,191.5003183,369.8870618,259.3753802,683.6260815,1698.784839,1986.581394,2134.083587,2244.172372,1462.56851,772.2008746,-14.48813557,-14.2765866,-14.78405291,-15.10633683,-9.493823779,-9.456692313,-9.6389603,-10.08635899,0.21433188,0.0258217,0.384727001,0.029541175,8.645833333,2.379166667,1.993362771,0.337748199,4.297417535,6.337657233,1.979166667,2.065565602,0.369157711,3.075668161,0.328255268
SCH,SEW17,8.32674,644.43,Cambisol,2.64,234.63,64.25,Pine_AC_mature_timber,pure,4,14.4626,1.732050808,4.7451,1.1669,35.6116,605.6794,29.67,94.8238,109,0.856873915,207.1022374,359.4546706,227.4101834,632.9442665,1676.076637,1978.083849,2073.336655,2184.840084,1175.707239,570.3382922,-14.91080953,-13.68642954,-15.3866318,-14.40466023,-10.04395056,-9.004232056,-10.43951096,-9.741357297,0.192562026,0.027904207,0.388223807,0.033684588,3.708333333,1.479166667,1.827155102,0.474608091,1.743200231,6.655142805,2.104166667,2.051125036,0.34620098,3.174218114,0.219415412
SCH,SEW18,9.92702,611.26,Cambisol,0.99,271.63,48.26,Pine_AC_immature_timber,pure,7,8.0933,1.035098339,3.5975,1.2018,36.1388,670.5887,29.25,96.0314,90,0.527969185,302.7991339,494.9481624,371.2757058,772.585193,1891.745971,2182.557789,2269.036396,2389.952907,1422.618986,724.1264761,-14.83513198,-13.96598975,-15.3170916,-14.77441905,-10.10055495,-9.401667375,-10.29077997,-9.79012123,0.196548207,0.022767522,0.383341575,0.034438553,3.432291667,1.479166667,1.819033684,0.455555556,1.802951389,6.697916667,2.125,2.065565602,0.353712276,3.149884259,0.24185343
SCH,SEW19,9.399473,607.51,Cambisol,2.14,52.38,63.83,Pine_AC_immature_timber,pure,4,5.6869,1.38873015,2.0572,1.2216,22.9736,414.2007,25.25,99.6949,107,0.114769145,172.4981286,349.8140546,253.0728905,662.6186336,1763.092244,2026.256029,2240.159947,2271.899465,1459.818413,790.7786043,-15.34408719,-14.88329981,-15.93703734,-15.89651386,-10.5224002,-10.32448386,-11.04481693,-10.912068,0.178192259,0.027836187,0.399195853,0.035426051,3.97779304,1.479166667,1.820075975,0.486833836,1.82373133,5.645833333,1.9375,2.036684469,0.372855392,2.65674992,0.221020869
SCH,SEW20,8.597084,614.98,Regosol,0.76,326.57,65.11,Pine_AC_immature_timber,pure,3,8.7604,1.130388331,2.6301,1.3143,24.93,438.3825,28.56,99.5459,107,0.247687704,163.4404742,342.1648479,216.9969831,645.093926,1628.804582,1884.806444,2001.624225,2078.693638,1160.75452,640.8923799,-15.23092402,-15.2559829,-15.64620782,-15.98730453,-10.41298173,-10.59785613,-10.49694689,-11.05277234,0.191798285,0.025194055,0.369344762,0.035647952,4.0625,1.520833333,1.820075975,0.46380719,1.976616526,5.827226217,1.958333333,2.065565602,0.361716909,2.792679398,0.228357453
SCH,SEW21,9.278416,657.1,Cambisol,0.55,270.61,66.34,Pine_AC_mature_timber,pure,5,10.2445,0.866025404,3.12,1.1642,30.6959,525.3437,32.67,90.728,83,0.835353919,265.0757651,436.0434385,313.6767457,662.6372249,1849.656053,2225.343044,2351.12838,2451.422798,1350.798063,658.5906404,-15.06684795,-15.25055427,-15.28695693,-16.45190217,-10.15296961,-12.36326013,-10.36493038,-31.19937919,0.190874174,0.029639132,0.407893051,0.036000129,9.321345438,2.375,1.907688076,0.361801194,4.228656528,7.479166667,2.208333333,2.108887301,0.329289216,3.394218237,0.583793273
SCH,SEW22,8.59764,525.13,Cambisol,4.85,213.54,57.13,Oak_AC_immature_timber,mixed,2,8.2923,2.420973174,2.0162,1.32,18.0835,298.5796,24.89,0,104,0.540204142,155.5404412,347.3776835,182.4352066,701.5184651,2757.922227,3453.986157,3601.326698,3719.15122,1682.961474,731.1838826,-14.880565,-14.82296787,-14.11826285,-14.85161304,-8.775233654,-8.806912647,-8.33116871,-8.936773063,0.264116233,0.047530253,0.627163461,0.03781086,18.39858129,3.566987179,2.051125036,0.263024239,9.551597023,9.851302363,2.568193998,2.094446734,0.303206021,4.812934028,0.555646725
SCH,SEW23,8.22369,625.23,Cambisol,2.02,110.1,74.36,Oak_AC_mature_timber,mixed,5,16.0255,1.394433378,6.6477,1.0532,32.4417,553.8406,28.22,0,125,1.031484222,161.1606803,369.9422839,160.6263549,702.5359418,2638.812007,3184.160229,3271.747991,3456.643244,1516.236997,611.1124251,-14.08885431,-17.746835,-13.29661894,-16.50559241,-8.728973153,-48.46739068,-8.561464311,-30.5455176,0.216287518,0.033444839,0.595899052,0.038484449,13.75,2.9375,1.993362771,0.329788518,7.307074653,8.925840979,2.520833333,2.152208999,0.298391152,4.442853009,0.550574121
SCH,SEW24,9.108428,601.95,Cambisol,5.18,307.8,65.09,Oak_AC_mature_timber,mixed,3,16.0043,0,6.0705,1.114,30.1524,505.0471,19,0,126,0.994007588,165.0840556,492.2503858,173.1492105,949.0407693,2732.290752,3200.804416,3194.717084,3422.30818,1636.426071,762.4783094,-14.89178846,-14.09283951,-14.13569309,-13.53715299,-9.204050411,-8.500368997,-8.942948713,-8.274702717,0.220223424,0.034407,0.581112126,0.042356362,22.58883954,3.916666667,2.036684469,0.240477558,10.61914063,8.340694188,2.3125,2.137768433,0.319166565,3.674623843,0.441628482
SCH,SEW25,9.46514,612.6,Cambisol,0.64,286.81,72.99,Oak_AC_immature_timber,pure,2,12.1981,1.364225462,4.0487,1.1152,28.8333,524.361,25.11,0,127,0.682709558,277.8962278,487.3652939,312.0959055,856.0762031,2108.103571,2437.284447,2565.692131,2701.3552,1586.909758,774.8144089,-14.87448283,-16.01072569,-14.05914734,-15.83414964,-9.288353635,-48.4840117,-9.031919414,-30.49778956,0.219969186,0.026946425,0.453777482,0.043983805,7.3125,2.005639597,1.909753684,0.388398693,3.590508207,7.075164165,2.104166667,2.051125036,0.366025423,3.401462557,0.87822766
SCH,SEW26,10.08899,657.1,Cambisol,0.53,243.4,67.26,Oak_AC_mature_timber,pure,4,18.2608,1.130388331,4.724,1.1899,30.5011,465.1036,33.56,1.7402,127,0.73030874,319.3394136,435.3111865,297.0373357,737.9596281,2114.619954,2606.681247,2731.006713,2841.330708,1297.725888,544.974643,-15.14229898,-15.93646558,-14.53455671,-15.58706323,-9.595372143,-12.6849549,-9.100273161,-30.70789007,0.227987088,0.034849388,0.508240514,0.044419989,10.76226636,2.511085627,1.957120198,0.350013042,5.122974537,11.4068437,2.75,2.137768433,0.298574573,5.784170536,1.079320687
SCH,SEW27,9.326048,605.44,Cambisol,1.76,236.17,83.28,Oak_AC_mature_timber,mixed,5,18.5067,0,6.6039,1.0636,33.7088,541.0818,19,0,139,0.853373883,256.5723287,485.8039255,215.3173237,726.4203362,2836.957844,3425.797767,3401.604927,3567.817716,1523.668577,685.5523444,-14.76938258,-13.89858324,-14.36262149,-13.70945643,-9.184372698,-8.24412448,-9.180340937,-8.310244214,0.220478656,0.027836411,0.620637211,0.044674548,21.23611111,3.694444444,2.051125036,0.255670877,10.32112942,9.0625,2.479166667,2.108887301,0.314664376,4.58666088,0.43726237
SCH,SEW28,9.277459,629.73,Cambisol,0.96,58.04,62.43,Oak_AC_mature_timber,pure,3,17.1796,0,4.052,1.1857,28.5099,440.025,19,0,115,0.532774858,91.42894543,330.0363424,77.39781517,670.1431801,2414.880905,2730.735821,2793.979984,2975.583645,1391.83797,548.8049837,-14.64896624,-14.37259069,-13.87357645,-13.91390921,-9.192658315,-9.314097268,-8.927217672,-9.28087734,0.216227238,0.024940295,0.539540334,0.045396825,6.45823991,2.011498918,1.993362771,0.36938442,3.196108709,7.3125,2.125,2.080006168,0.353515928,3.546223958,0.416761366
SCH,SEW29,8.83681,585.23,Cambisol,3.94,185.4,64.78,Pine/Beech_AC_mature_timber,mixed,7,12.9759,0,5.5455,0.915,28.3514,517.0818,19,33.2864,132,0.632183238,162.6677132,470.7515285,269.7153396,866.4976511,2718.222304,3380.054118,3428.116168,3637.729114,1578.201282,745.3340927,-14.54806501,-13.84420914,-14.60352863,-13.89323239,-9.026992124,-8.479118904,-9.381725125,-8.409231346,0.216192289,0.035636215,0.575010889,0.046174676,15.14583333,3.125,2.051125036,0.286901597,7.377604167,9.156587382,2.444444444,2.065565602,0.341888766,4.450339403,0.665124088
SCH,SEW30,9.05953,526.07,Cambisol,8.52,1.94,58.15,Pine/Beech_AC_mature_timber,mixed,6,13.8876,1.58113883,4.8391,1.1365,29.3039,507.7618,26.33,38.3596,141,0.828416488,183.9868433,476.3135198,202.9592332,798.6157455,2883.618103,3612.72944,3654.581321,3895.173772,1656.701217,768.1575026,-14.29757549,-13.69981754,-13.98770454,-13.50538321,-8.8075098,-8.35442926,-8.904959631,-8.59340595,0.22151631,0.032544916,0.630441253,0.047059236,33.65625,4.330357143,2.080006168,0.239746836,16.88010169,8.177083333,2.291666667,2.080006168,0.341601657,4.164726781,0.713812773
SCH,SEW31,9.59459,631.66,Cambisol,1.11,305.55,66.61,Pine/Beech_AC_mature_timber,mixed,4,15.0019,1.686548085,5.0521,1.1236,32.075,537.4252,28.2,70.8366,97,0.78996165,204.9970985,436.9455728,294.8158608,756.6978025,2228.617404,2683.739078,2762.793838,2898.555818,1408.092599,712.7649773,-14.55320749,-13.40939112,-14.76167017,-13.62714434,-9.301229164,-8.335337036,-9.442253238,-8.914512133,0.221347441,0.026613404,0.461718796,0.048976596,19.26388889,3.510416667,2.036684469,0.268798507,10.35828993,6.965204774,2.1875,2.094446734,0.323166096,3.40449026,0.569192073
SCH,SEW32,8.49687,526.07,Cambisol,5.04,298.31,62.38,Pine/Beech_AC_mature_timber,mixed,4,10.7587,0.942809042,2.5624,1.2264,17.3251,279.5436,30,74.3857,125,0.949547299,301.6082188,553.4266539,417.2992161,987.8571091,2253.656184,2632.522914,2770.824243,2938.36346,1835.340653,1011.807067,-16.10684871,-14.24788151,-16.17094914,-14.69640748,-10.69723924,-8.982002778,-10.94734075,-9.47782893,0.188773477,0.032404195,0.447704786,0.049195529,17.5,3.302083333,2.036684469,0.264396972,9.162632873,8.337193823,2.333333333,2.094446734,0.340984751,4.10276761,0.886835631
SCH,SEW33,9.03598,644.16,Cambisol,0.49,235.01,45.51,Pine/Beech_AC_mature_timber,mixed,3,13.0483,1.433720878,6.2191,1.0504,36.9999,668.5266,27.5,67.1823,132,0.60663974,205.8459493,419.0848609,262.0506221,883.6336309,2378.034025,2941.708709,3074.891704,3239.526664,1514.390612,753.3471365,-14.49154498,-13.59044297,-14.48048137,-13.89829156,-9.337438028,-8.548084512,-9.483559239,-8.89005928,0.206721707,0.029374389,0.529942939,0.049931183,10.68843813,2.633333333,2.022243903,0.310144626,5.599981717,9.125,2.416666667,2.108887301,0.323043469,4.29976412,0.529360035
SCH,SEW34,9.37204,645.47,Albeluvisol,0.95,12.55,48.97,Pine/Beech_AC_mature_timber,mixed,2,13.3152,1.054092553,4.8786,1.1212,26.7148,479.377,26.11,35.6557,144,0.351776505,201.4829062,535.8465706,237.961616,1145.333578,3355.843892,4009.36319,4069.472332,4264.129223,1885.894722,868.289279,-14.60817378,-13.47428604,-14.10685763,-13.45418121,-9.015772826,-8.065684805,-9.036047584,-8.165420815,0.21550421,0.02891597,0.689224399,0.051266064,10.38691143,2.614583333,1.993362771,0.318087267,5.180681361,8.444444444,2.354166667,2.108887301,0.310757817,3.886990293,0.458784387
SCH,SEW35,9.208435,639.67,Cambisol,1.23,259.57,64.51,Beech_AC_mature_timber,pure,3,18.7981,0,5.2168,1.1167,24.2006,381.0437,19,4.9637,147,0.205851521,260.8431249,554.7664373,243.9631154,987.5788112,2948.932649,3493.252391,3617.3056,3732.403879,1960.574825,887.9859295,-14.53483849,-13.67162042,-13.82428607,-13.45219376,-8.917801061,-8.244806365,-8.747641697,-7.962790351,0.223977402,0.025368734,0.647504095,0.052087681,28.35520362,4.090232684,2.080006168,0.251044916,13.13435145,7.181091677,2.208333333,2.065565602,0.329135971,3.291232639,0.639904582
SCH,SEW36,8.796353,661.71,Cambisol,1.37,50.03,101.93,Beech_AC_immature_timber,pure,4,11.2404,1.424000624,3.57,1.2507,29.0518,494.9468,26.56,0.9252,95,0.07081492,130.8783809,421.4161526,149.1878855,879.9454541,3690.897765,4370.843741,4295.257592,4490.739632,1680.788317,746.7580431,-14.65340076,-15.49308909,-14.07984252,-15.43479252,-9.061683874,-48.48226507,-8.797778064,-30.63340163,0.230704252,0.025748469,0.735456681,0.052265928,8.907348411,2.269045686,1.950041072,0.337348319,4.381568808,7.4375,2.208333333,2.065565602,0.334584083,3.461154514,0.728210213
SCH,SEW37,9.50643,646.42,Cambisol,1.9,36.94,61.8,Beech_AC_mature_timber,mixed,5,16.6426,1.322875656,4.2752,1.1892,31.7782,495.0925,30.67,3.3737,135,0.58085104,168.3368618,431.070664,232.9712039,853.7582647,2727.688453,3236.13259,3308.664962,3488.273634,1770.685469,795.3679786,-14.9615403,-20.83220273,-14.5568597,-21.93157678,-9.251464228,-48.46687841,-9.142439523,-30.57675505,0.228625363,0.031822379,0.574020956,0.053686087,25.84375,3.890488338,2.036684469,0.272040765,12.60874449,9.118243243,2.512141013,2.123327867,0.314006614,4.548001206,0.7899709
SCH,SEW38,,629.73,Cambisol,1.4,17.89,66.72,Beech_AC_mature_timber,mixed,2,16.8158,1.333333333,3.8619,1.1537,24.3744,365.8682,33.56,0,140,0.691976068,128.7610111,432.5744575,127.4687195,840.1318129,2957.454684,3547.609874,3663.760904,3798.853973,1596.041525,699.8169166,-14.58399423,-14.54825845,-13.79426767,-14.21989226,-8.985771831,-9.143494325,-8.956107237,-9.428180781,0.213304798,0.026530766,0.661284626,0.054479058,22.38617701,3.895996094,2.036684469,0.244205556,10.42253871,6.529312016,2.0625,2.065565602,0.342502357,3.224392361,0.541701927
SCH,SEW39,7.92878,639.32,Cambisol,1.76,301.48,73.8,Beech_AC_thicket_with_shelterwood,pure,3,22.6102,2,4.2628,1.2525,18.7737,282.5479,28.67,0,112,0.902398836,191.7812337,456.8496323,241.6776038,745.8419929,3139.777295,3719.157556,3844.956892,4078.301139,1798.445718,867.9680664,-14.34096178,-13.3316807,-14.06649662,-12.75059779,-8.885288647,-7.791751068,-8.926452441,-7.531701397,0.226341015,0.032427686,0.644781145,0.055104513,22.29276896,3.8125,2.036684469,0.283995365,11.34570313,11,2.701535667,2.137768433,0.291780298,5.210763889,1.316490356
SCH,SEW40,8.81481,643.7,Cambisol,1.97,250.26,68.19,Beech_AC_thicket_with_shelterwood,pure,7,25.6146,1.603567451,5.6393,1.1115,20.2617,298.8846,31,3.6976,147,0.961146303,235.3503264,496.1687953,254.1870115,905.0252812,2782.019324,3304.506016,3433.596335,3631.397207,1796.684045,837.0077797,-14.76344482,-13.5487167,-14.26935,-13.44972678,-9.274239894,-8.234521283,-8.965997327,-8.446674426,0.227175805,0.03197432,0.606663705,0.055473778,34.16666667,4.578239853,2.080006168,0.247511431,15.90984322,10.56893444,2.625,2.108887301,0.300592567,4.838975694,0.681547292
SCH,SEW41,8.525365,623.43,Cambisol,0.5,302.26,49.77,Beech_AC_thicket_with_shelterwood,pure,6,19.6947,2.242270675,4.9174,1.1021,22.1942,359.5777,29.56,2.1245,137,0.917891171,177.4527037,484.9002326,186.0382881,985.2385587,2536.485247,3126.117689,3353.002469,3389.762972,1689.080801,798.6077905,-14.18802791,-13.75592969,-13.67459839,-13.49713584,-8.677589882,-8.338787517,-8.498524101,-8.169352921,0.23382756,0.029188637,0.602100444,0.055797925,33.20833333,4.645833333,2.080006168,0.227842295,16.86591026,9.147644928,2.5,2.137768433,0.291983045,4.195746528,0.687076787
SCH,SEW42,9.43248,632.42,Regosol,4.79,18.34,70.38,Beech_AC_thicket_with_shelterwood,pure,2,19.3431,2.223610677,5.9221,0.9489,19.8055,319.0121,33.78,0,142,0.04921272,241.5530023,495.5848985,259.4871704,936.3942089,3025.382767,3751.877277,3817.179449,4052.694508,1895.978135,878.0079563,-13.52818389,-13.2336215,-13.03423582,-12.65039777,-7.876188361,-7.960839962,-7.827127889,-8.007528004,0.24985815,0.046864518,0.64941327,0.058601264,37.66005908,4.854166667,2.051125036,0.234791201,17.17013889,12.125,2.895833333,2.152208999,0.274408028,6.094618056,1.069176803
SCH,SEW43,9.1414,631.88,Cambisol,2.32,261.4,71.66,Beech_AC_thicket_with_shelterwood,pure,6,23.6411,2.872281323,6.5385,1.0346,21.7252,326.107,33.67,0,147,1.093458434,195.6970268,463.2462954,197.7108614,886.5022524,2828.658985,3449.968525,3497.001126,3719.523674,1758.259893,798.6666074,-14.65932867,-13.00040644,-14.19174173,-12.86397418,-9.247646112,-7.727400101,-8.880206685,-8.158106922,0.232919775,0.02572209,0.625874857,0.05949875,31.36366257,4.521518121,2.051125036,0.241563217,15.07907622,6.947916667,2.104166667,2.051125036,0.360000594,3.471114953,0.877793708
SCH,SEW44,7.843873,640.78,Cambisol,0.7,250.3,62.24,Beech_AC_thicket_with_shelterwood,mixed,7,23.0246,2.068278941,5.9799,0.9441,21.5525,329.5401,28.44,5.7129,167,1.077359089,213.0981491,511.1094021,273.6905051,969.2913068,2734.957343,3216.816549,3398.232294,3548.275676,1926.024195,893.4460781,-14.58291268,-13.97391935,-14.06793225,-13.68868374,-8.988534047,-8.38418482,-8.552725405,-8.421211796,0.241602754,0.032573157,0.569784497,0.059679626,37.20833333,4.90530303,2.080006168,0.216347885,18.43706597,9.270833333,2.5,2.123327867,0.296067715,4.641710069,0.784964942
SCH,SEW45,7.77303,602.64,Albeluvisol,0.86,326.82,75.15,Beech_unmanaged_mature_timber,pure,4,15.4724,1.164964745,3.9871,1.1753,38.8865,574.7488,34.25,0,109,0.159881271,241.4769551,674.6965971,191.0749639,1242.373141,3855.924634,4828.714593,4753.496701,4987.101402,1884.704188,829.5764656,-14.56533098,-14.35417262,-14.25415136,-14.38886608,-8.899519516,-8.793492208,-8.886696283,-9.00256355,0.233079747,0.02761034,0.81538032,0.059747645,8.435651235,2.270833333,2.036684469,0.345704415,3.741123345,8.833333333,2.479166667,2.123327867,0.301839017,3.923611111,0.538620233
SCH,SEW46,8.966708,563.21,Albeluvisol,1.07,238.06,80.04,Beech_unmanaged_mature_timber,pure,3,12.2321,0.440958552,2.4802,1.3909,35.5651,482.0592,37.22,0,167,0.227039618,267.4283586,544.6089989,240.8500733,902.4090415,3586.623942,4225.106635,4213.937864,4454.17,1796.702677,831.6775666,-14.87546223,-22.55840779,-14.68620599,-21.09234559,-9.394021958,-16.98131131,-9.439009199,-14.86594503,0.214377872,0.024686898,0.726672339,0.061071812,11.85176282,2.729166667,2.022243903,0.306227421,5.621160319,6.29006018,2.0625,2.080006168,0.350327648,2.965612936,0.475293907
SCH,SEW47,8.02426,563.21,Cambisol,2.32,124.46,76.02,Beech_unmanaged_mature_timber,pure,4,20.3306,1.452966315,3.7593,1.1565,34.8174,502.434,33.11,0.3431,147,0.256141144,250.1867537,569.8664491,233.1506231,911.0668937,3253.161878,3808.87813,3831.040529,4053.56648,1770.336786,825.8604668,-14.44065057,-48.44852755,-13.9929358,-33.48072566,-8.881892017,-48.44851994,-8.624413114,-30.6714196,0.238797334,0.02951986,0.678522722,0.069027983,25.49827189,3.908333333,2.036684469,0.261630513,12.45568094,7.594711336,2.266653605,2.123327867,0.325957768,3.839409722,0.62262531
SCH,SEW48,8.828378,588.65,Cambisol,3.29,262.87,74.56,Beech_unmanaged_mature_timber,mixed,4,21.1593,1.959409532,7.0187,0.9669,31.6026,497.183,30.88,0,182,1.17994052,232.6791398,562.1810108,217.3421632,1049.833389,3032.727548,3565.774773,3593.150246,3790.07549,1677.894089,759.3694344,-14.76844519,-13.58667361,-13.92364086,-13.02810474,-8.979067122,-8.024094359,-8.74844114,-8.074289116,0.227922286,0.026474002,0.637466818,0.070095134,21.14583333,3.680555556,2.051125036,0.256115759,10.31828704,8.1015625,2.318670151,2.065565602,0.30994245,3.623046875,0.56892646
SCH,SEW49,9.655843,642.5,Cambisol,3.56,325.21,65.48,Beech_AC_mature_timber,pure,2,18.32,1,4.7785,1.1568,23.0817,260.339,29,0,107,0.15841057,208.5035179,548.6291427,214.2119015,1111.690759,3104.645512,3708.727454,3778.655248,3929.05991,2020.835288,861.1426338,-14.35794137,-13.66453953,-13.81091555,-13.69448284,-8.823086423,-8.30997765,-8.779686047,-8.147864807,0.222245423,0.025510319,0.658625137,0.070243935,19.26450512,3.506944444,2.051125036,0.27866456,9.538194444,6.387872629,2.0625,2.080006168,0.345818429,2.913628472,0.619361502
SCH,SEW50,9.306875,644.74,Cambisol,2.97,182.57,77.78,Beech_AC_mature_timber,pure,2,18.6695,1.96497102,3.9531,1.145,29.2414,428.1942,36.89,0,149,0.131197811,124.9137092,401.2997495,160.7327158,816.8663579,3056.331601,3630.160909,3647.807972,3845.182742,1689.813052,729.8649166,-14.46078266,-48.38661247,-13.80706551,-33.48788297,-8.90307902,-48.20560057,-8.811547176,-30.25804867,0.2229523,0.031046318,0.645188317,0.071065486,19.82820536,3.576388889,2.036684469,0.283251231,10.28515625,7.513888889,2.25,2.123327867,0.327063411,3.845920139,0.589045931